t_s,delta,counts,rpm_raw,rpm_filt
6727.800,-149,-181795,-74.50,-86.96
6727.900,-522,-182317,-261.00,-121.77
6728.000,-308,-182625,-154.00,-128.21
6728.100,1,-182624,0.50,-102.47
6728.200,0,-182624,0.00,-81.98
6728.300,0,-182624,0.00,-65.58
6728.400,0,-182624,0.00,-52.47
6728.500,0,-182624,0.00,-41.97
6728.600,0,-182624,0.00,-33.58
6728.700,0,-182624,0.00,-26.86
6728.800,0,-182624,0.00,-21.49
6728.900,0,-182624,0.00,-17.19
6729.000,0,-182624,0.00,-13.75
6729.100,0,-182624,0.00,-11.00
6729.200,0,-182624,0.00,-8.80
6729.300,0,-182624,0.00,-7.04
6729.400,0,-182624,0.00,-5.63
6729.500,0,-182624,0.00,-4.51
6729.600,0,-182624,0.00,-3.61
6729.700,0,-182624,0.00,-2.88
6729.800,0,-182624,0.00,-2.31
6729.900,0,-182624,0.00,-1.85
6730.000,0,-182624,0.00,-1.48
6730.100,0,-182624,0.00,-1.18
6730.200,0,-182624,0.00,-0.95
6730.300,0,-182624,0.00,-0.76
6730.400,0,-182624,0.00,-0.60
6730.500,0,-182624,0.00,-0.48
6730.600,0,-182624,0.00,-0.39
6730.700,0,-182624,0.00,-0.31
6730.800,0,-182624,0.00,-0.25
6730.900,0,-182624,0.00,-0.20
6731.000,0,-182624,0.00,-0.16
6731.100,0,-182624,0.00,-0.13
6731.200,0,-182624,0.00,-0.10
6731.300,0,-182624,0.00,-0.08
6731.400,0,-182624,0.00,-0.06
6731.500,0,-182624,0.00,-0.05
6731.600,0,-182624,0.00,-0.04
6731.700,0,-182624,0.00,-0.03
6731.800,0,-182624,0.00,-0.03
6731.900,0,-182624,0.00,-0.02
6732.000,0,-182624,0.00,-0.02
6732.100,0,-182624,0.00,-0.01
6732.200,0,-182624,0.00,-0.01
6732.300,0,-182624,0.00,-0.01
6732.400,0,-182624,0.00,-0.01
6732.500,0,-182624,0.00,-0.01
6732.600,0,-182624,0.00,-0.00
6732.700,0,-182624,0.00,-0.00
6732.800,0,-182624,0.00,-0.00
6732.900,0,-182624,0.00,-0.00
6733.000,0,-182624,0.00,-0.00
6733.100,0,-182624,0.00,-0.00
6733.200,0,-182624,0.00,-0.00
6733.300,0,-182624,0.00,-0.00
6733.400,0,-182624,0.00,-0.00
6733.500,0,-182624,0.00,-0.00
6733.600,0,-182624,0.00,-0.00
6733.700,0,-182624,0.00,-0.00
6733.800,0,-182624,0.00,-0.00
6733.900,0,-182624,0.00,-0.00
6734.000,0,-182624,0.00,-0.00
6734.100,0,-182624,0.00,-0.00
6734.200,0,-182624,0.00,-0.00
6734.300,0,-182624,0.00,-0.00
6734.400,0,-182624,0.00,-0.00
6734.500,0,-182624,0.00,-0.00
6734.600,0,-182624,0.00,-0.00
6734.700,0,-182624,0.00,-0.00
6734.800,0,-182624,0.00,-0.00
6734.900,0,-182624,0.00,-0.00
6735.000,0,-182624,0.00,-0.00
6735.100,0,-182624,0.00,-0.00
6735.200,0,-182624,0.00,-0.00
6735.300,0,-182624,0.00,-0.00
6735.400,0,-182624,0.00,-0.00
6735.500,0,-182624,0.00,-0.00
6735.600,0,-182624,0.00,-0.00
6735.700,0,-182624,0.00,-0.00
6735.800,0,-182624,0.00,-0.00
6735.900,0,-182624,0.00,-0.00
6736.000,0,-182624,0.00,-0.00
6736.100,0,-182624,0.00,-0.00
6736.200,0,-182624,0.00,-0.00
6736.300,0,-182624,0.00,-0.00
6736.400,0,-182624,0.00,-0.00
6736.500,0,-182624,0.00,-0.00
6736.600,0,-182624,0.00,-0.00
6736.700,0,-182624,0.00,-0.00
6736.800,0,-182624,0.00,-0.00
6736.900,0,-182624,0.00,-0.00
6737.000,0,-182624,0.00,-0.00
6737.100,0,-182624,0.00,-0.00
6737.200,0,-182624,0.00,-0.00
6737.300,0,-182624,0.00,-0.00
6737.400,0,-182624,0.00,-0.00
6737.500,0,-182624,0.00,-0.00
6737.600,0,-182624,0.00,-0.00
6737.700,0,-182624,0.00,-0.00
6737.800,0,-182624,0.00,-0.00
6737.900,0,-182624,0.00,-0.00
6738.000,0,-182624,0.00,-0.00
6738.100,0,-182624,0.00,-0.00
6738.200,0,-182624,0.00,-0.00
6738.300,0,-182624,0.00,-0.00
6738.400,0,-182624,0.00,-0.00
6738.500,0,-182624,0.00,-0.00
6738.600,0,-182624,0.00,-0.00
6738.700,0,-182624,0.00,-0.00
6738.800,0,-182624,0.00,-0.00
6738.900,0,-182624,0.00,-0.00
6739.000,0,-182624,0.00,-0.00
6739.100,0,-182624,0.00,-0.00
6739.200,0,-182624,0.00,-0.00
6739.300,0,-182624,0.00,-0.00
6739.400,0,-182624,0.00,-0.00
6739.500,0,-182624,0.00,-0.00
6739.600,0,-182624,0.00,-0.00
6739.700,0,-182624,0.00,-0.00
6739.800,0,-182624,0.00,-0.00
6739.900,0,-182624,0.00,-0.00
6740.000,0,-182624,0.00,-0.00
6740.100,0,-182624,0.00,-0.00
6740.200,0,-182624,0.00,-0.00
6740.300,0,-182624,0.00,-0.00
6740.400,0,-182624,0.00,-0.00
6740.500,0,-182624,0.00,-0.00
6740.600,0,-182624,0.00,-0.00
6740.700,0,-182624,0.00,-0.00
6740.800,0,-182624,0.00,-0.00
6740.900,0,-182624,0.00,-0.00
6741.000,0,-182624,0.00,-0.00
6741.100,0,-182624,0.00,-0.00
6741.200,0,-182624,0.00,-0.00
6741.300,0,-182624,0.00,-0.00
6741.400,0,-182624,0.00,-0.00
6741.500,0,-182624,0.00,-0.00
6741.600,0,-182624,0.00,-0.00
6741.700,0,-182624,0.00,-0.00
6741.800,0,-182624,0.00,-0.00
6741.900,0,-182624,0.00,-0.00
6742.000,0,-182624,0.00,-0.00
6742.100,0,-182624,0.00,-0.00
6742.200,0,-182624,0.00,-0.00
6742.300,0,-182624,0.00,-0.00
6742.400,0,-182624,0.00,-0.00
6742.500,0,-182624,0.00,-0.00
6742.600,0,-182624,0.00,-0.00
6742.700,0,-182624,0.00,-0.00
6742.800,0,-182624,0.00,-0.00
6742.900,0,-182624,0.00,-0.00
6743.000,0,-182624,0.00,-0.00
6743.100,0,-182624,0.00,-0.00
6743.200,0,-182624,0.00,-0.00
6743.300,0,-182624,0.00,-0.00
6743.400,0,-182624,0.00,-0.00
6743.500,0,-182624,0.00,-0.00
6743.600,0,-182624,0.00,-0.00
6743.700,0,-182624,0.00,-0.00
6743.800,0,-182624,0.00,-0.00
6743.900,0,-182624,0.00,-0.00
6744.000,0,-182624,0.00,-0.00
6744.100,0,-182624,0.00,-0.00
6744.200,0,-182624,0.00,-0.00
6744.300,0,-182624,0.00,-0.00
6744.400,0,-182624,0.00,-0.00
6744.500,0,-182624,0.00,-0.00
6744.600,0,-182624,0.00,-0.00
6744.700,0,-182624,0.00,-0.00
6744.800,0,-182624,0.00,-0.00
6744.900,0,-182624,0.00,-0.00
6745.000,0,-182624,0.00,-0.00
6745.100,0,-182624,0.00,-0.00
6745.200,0,-182624,0.00,-0.00
6745.300,0,-182624,0.00,-0.00
6745.400,0,-182624,0.00,-0.00
6745.500,0,-182624,0.00,-0.00
6745.600,0,-182624,0.00,-0.00
6745.700,0,-182624,0.00,-0.00
6745.800,0,-182624,0.00,-0.00
6745.900,0,-182624,0.00,-0.00
6746.000,0,-182624,0.00,-0.00
6746.100,0,-182624,0.00,-0.00
6746.200,0,-182624,0.00,-0.00
6746.300,0,-182624,0.00,-0.00
6746.400,0,-182624,0.00,-0.00
6746.500,0,-182624,0.00,-0.00
6746.600,0,-182624,0.00,-0.00
6746.700,0,-182624,0.00,-0.00
6746.800,0,-182624,0.00,-0.00
6746.900,0,-182624,0.00,-0.00
6747.000,0,-182624,0.00,-0.00
6747.100,0,-182624,0.00,-0.00
6747.200,0,-182624,0.00,-0.00
6747.300,0,-182624,0.00,-0.00
6747.400,0,-182624,0.00,-0.00
6747.500,0,-182624,0.00,-0.00
6747.600,0,-182624,0.00,-0.00
6747.700,0,-182624,0.00,-0.00
6747.800,0,-182624,0.00,-0.00
6747.900,0,-182624,0.00,-0.00
6748.000,0,-182624,0.00,-0.00
6748.100,0,-182624,0.00,-0.00
6748.200,0,-182624,0.00,-0.00
6748.300,0,-182624,0.00,-0.00
6748.400,0,-182624,0.00,-0.00
6748.500,0,-182624,0.00,-0.00
6748.600,0,-182624,0.00,-0.00
6748.700,0,-182624,0.00,-0.00
6748.800,0,-182624,0.00,-0.00
6748.900,0,-182624,0.00,-0.00
6749.000,0,-182624,0.00,-0.00
6749.100,0,-182624,0.00,-0.00
6749.200,0,-182624,0.00,-0.00
6749.300,0,-182624,0.00,-0.00
6749.400,0,-182624,0.00,-0.00
6749.500,0,-182624,0.00,-0.00
6749.600,0,-182624,0.00,-0.00
6749.700,0,-182624,0.00,-0.00
6749.800,0,-182624,0.00,-0.00
6749.900,0,-182624,0.00,-0.00
6750.000,0,-182624,0.00,-0.00
6750.100,0,-182624,0.00,-0.00
6750.200,0,-182624,0.00,-0.00
6750.300,0,-182624,0.00,-0.00
6750.400,0,-182624,0.00,-0.00
6750.500,0,-182624,0.00,-0.00
6750.600,0,-182624,0.00,-0.00
6750.700,0,-182624,0.00,-0.00
6750.800,0,-182624,0.00,-0.00
6750.900,0,-182624,0.00,-0.00
6751.000,0,-182624,0.00,-0.00
6751.100,0,-182624,0.00,-0.00
6751.200,0,-182624,0.00,-0.00
6751.300,0,-182624,0.00,-0.00
6751.400,0,-182624,0.00,-0.00
6751.500,0,-182624,0.00,-0.00
6751.600,0,-182624,0.00,-0.00
6751.700,0,-182624,0.00,-0.00
6751.800,0,-182624,0.00,-0.00
6751.900,0,-182624,0.00,-0.00
6752.000,0,-182624,0.00,-0.00
6752.100,0,-182624,0.00,-0.00
6752.200,0,-182624,0.00,-0.00
6752.300,0,-182624,0.00,-0.00
6752.400,0,-182624,0.00,-0.00
6752.500,0,-182624,0.00,-0.00
6752.600,0,-182624,0.00,-0.00
6752.700,0,-182624,0.00,-0.00
6752.800,0,-182624,0.00,-0.00
6752.900,0,-182624,0.00,-0.00
6753.000,0,-182624,0.00,-0.00
6753.100,0,-182624,0.00,-0.00
6753.200,0,-182624,0.00,-0.00
6753.300,0,-182624,0.00,-0.00
6753.400,0,-182624,0.00,-0.00
6753.500,0,-182624,0.00,-0.00
6753.600,0,-182624,0.00,-0.00
6753.700,0,-182624,0.00,-0.00
6753.800,0,-182624,0.00,-0.00
6753.900,0,-182624,0.00,-0.00
6754.000,0,-182624,0.00,-0.00
6754.100,0,-182624,0.00,-0.00
6754.200,0,-182624,0.00,-0.00
6754.300,0,-182624,0.00,-0.00
6754.400,0,-182624,0.00,-0.00
6754.500,0,-182624,0.00,-0.00
6754.600,0,-182624,0.00,-0.00
6754.700,0,-182624,0.00,-0.00
6754.800,0,-182624,0.00,-0.00
6754.900,0,-182624,0.00,-0.00
6755.000,0,-182624,0.00,-0.00
6755.100,0,-182624,0.00,-0.00
6755.200,0,-182624,0.00,-0.00
6755.300,0,-182624,0.00,-0.00
6755.400,0,-182624,0.00,-0.00
6755.500,0,-182624,0.00,-0.00
6755.600,0,-182624,0.00,-0.00
6755.700,0,-182624,0.00,-0.00
6755.800,0,-182624,0.00,-0.00
6755.900,0,-182624,0.00,-0.00
6756.000,0,-182624,0.00,-0.00
6756.100,0,-182624,0.00,-0.00
6756.200,0,-182624,0.00,-0.00
6756.300,0,-182624,0.00,-0.00
6756.400,0,-182624,0.00,-0.00
6756.500,0,-182624,0.00,-0.00
6756.600,0,-182624,0.00,-0.00
6756.700,0,-182624,0.00,-0.00
6756.800,0,-182624,0.00,-0.00
6756.900,0,-182624,0.00,-0.00
6757.000,0,-182624,0.00,-0.00
6757.100,0,-182624,0.00,-0.00
6757.200,0,-182624,0.00,-0.00
6757.300,0,-182624,0.00,-0.00
6757.400,0,-182624,0.00,-0.00
6757.500,0,-182624,0.00,-0.00
6757.600,0,-182624,0.00,-0.00
6757.700,0,-182624,0.00,-0.00
6757.800,0,-182624,0.00,-0.00
6757.900,0,-182624,0.00,-0.00
6758.000,0,-182624,0.00,-0.00
6758.100,0,-182624,0.00,-0.00
6758.200,0,-182624,0.00,-0.00
6758.300,0,-182624,0.00,-0.00
6758.400,0,-182624,0.00,-0.00
6758.500,0,-182624,0.00,-0.00
6758.600,0,-182624,0.00,-0.00
6758.700,0,-182624,0.00,-0.00
6758.800,0,-182624,0.00,-0.00
6758.900,0,-182624,0.00,-0.00
6759.000,0,-182624,0.00,-0.00
6759.100,0,-182624,0.00,-0.00
6759.200,0,-182624,0.00,-0.00
6759.300,0,-182624,0.00,-0.00
6759.400,0,-182624,0.00,-0.00
6759.500,0,-182624,0.00,-0.00
6759.600,0,-182624,0.00,-0.00
6759.700,0,-182624,0.00,-0.00
6759.800,0,-182624,0.00,-0.00
6759.900,0,-182624,0.00,-0.00
6760.000,0,-182624,0.00,-0.00
6760.100,0,-182624,0.00,-0.00
6760.200,0,-182624,0.00,-0.00
6760.300,0,-182624,0.00,-0.00
6760.400,0,-182624,0.00,-0.00
6760.500,0,-182624,0.00,-0.00
6760.600,0,-182624,0.00,-0.00
6760.700,0,-182624,0.00,-0.00
6760.800,0,-182624,0.00,-0.00
6760.900,0,-182624,0.00,-0.00
6761.000,0,-182624,0.00,-0.00
6761.100,0,-182624,0.00,-0.00
6761.200,0,-182624,0.00,-0.00
6761.300,0,-182624,0.00,-0.00
6761.400,0,-182624,0.00,-0.00
6761.500,0,-182624,0.00,-0.00
6761.600,0,-182624,0.00,-0.00
6761.700,0,-182624,0.00,-0.00
6761.800,0,-182624,0.00,-0.00
6761.900,0,-182624,0.00,-0.00
6762.000,0,-182624,0.00,-0.00
6762.100,0,-182624,0.00,-0.00
6762.200,0,-182624,0.00,-0.00
6762.300,0,-182624,0.00,-0.00
6762.400,0,-182624,0.00,-0.00
6762.500,0,-182624,0.00,-0.00
6762.600,0,-182624,0.00,-0.00
6762.700,0,-182624,0.00,-0.00
6762.800,0,-182624,0.00,-0.00
6762.900,0,-182624,0.00,-0.00
6763.000,0,-182624,0.00,-0.00
6763.100,0,-182624,0.00,-0.00
6763.200,0,-182624,0.00,-0.00
6763.300,0,-182624,0.00,-0.00
6763.400,0,-182624,0.00,-0.00
6763.500,0,-182624,0.00,-0.00
6763.600,0,-182624,0.00,-0.00
6763.700,0,-182624,0.00,-0.00
6763.800,0,-182624,0.00,-0.00
6763.900,0,-182624,0.00,-0.00
6764.000,0,-182624,0.00,-0.00
6764.100,0,-182624,0.00,-0.00
6764.200,0,-182624,0.00,-0.00
6764.300,0,-182624,0.00,-0.00
6764.400,0,-182624,0.00,-0.00
6764.500,0,-182624,0.00,-0.00
6764.600,0,-182624,0.00,-0.00
6764.700,0,-182624,0.00,-0.00
6764.800,0,-182624,0.00,-0.00
6764.900,0,-182624,0.00,-0.00
6765.000,0,-182624,0.00,-0.00
6765.100,0,-182624,0.00,-0.00
6765.200,0,-182624,0.00,-0.00
6765.300,0,-182624,0.00,-0.00
6765.400,0,-182624,0.00,-0.00
6765.500,0,-182624,0.00,-0.00
6765.600,0,-182624,0.00,-0.00
6765.700,0,-182624,0.00,-0.00
6765.800,0,-182624,0.00,-0.00
6765.900,0,-182624,0.00,-0.00
6766.000,0,-182624,0.00,-0.00
6766.100,0,-182624,0.00,-0.00
6766.200,0,-182624,0.00,-0.00
6766.300,0,-182624,0.00,-0.00
6766.400,0,-182624,0.00,-0.00
6766.500,0,-182624,0.00,-0.00
6766.600,0,-182624,0.00,-0.00
6766.700,0,-182624,0.00,-0.00
6766.800,0,-182624,0.00,-0.00
6766.900,0,-182624,0.00,-0.00
6767.000,0,-182624,0.00,-0.00
6767.100,0,-182624,0.00,-0.00
6767.200,0,-182624,0.00,-0.00
6767.300,0,-182624,0.00,-0.00
6767.400,0,-182624,0.00,-0.00
6767.500,0,-182624,0.00,-0.00
6767.600,0,-182624,0.00,-0.00
6767.700,0,-182624,0.00,-0.00
6767.800,0,-182624,0.00,-0.00
6767.900,0,-182624,0.00,-0.00
6768.000,0,-182624,0.00,-0.00
6768.100,0,-182624,0.00,-0.00
6768.200,0,-182624,0.00,-0.00
6768.300,0,-182624,0.00,-0.00
6768.400,0,-182624,0.00,-0.00
6768.500,0,-182624,0.00,-0.00
6768.600,0,-182624,0.00,-0.00
6768.700,0,-182624,0.00,-0.00
6768.800,1,-182623,0.50,0.10
6768.900,11,-182612,5.50,1.18
6769.000,79,-182533,39.50,8.84
6769.100,90,-182443,45.00,16.08
6769.200,76,-182367,38.00,20.46
6769.300,150,-182217,75.00,31.37
6769.400,187,-182030,93.50,43.79
6769.500,387,-181643,193.50,73.74
6769.600,110,-181533,55.00,69.99
6769.700,0,-181533,0.00,55.99
6769.800,0,-181533,0.00,44.79
6769.900,1,-181532,0.50,35.93
6770.000,47,-181485,23.50,33.45
6770.100,172,-181313,86.00,43.96
6770.200,186,-181127,93.00,53.77
6770.300,147,-180980,73.50,57.71
6770.400,144,-180836,72.00,60.57
6770.500,205,-180631,102.50,68.96
6770.600,97,-180534,48.50,64.87
6770.700,0,-180534,0.00,51.89
6770.800,1,-180533,0.50,41.61
6770.900,194,-180339,97.00,52.69
6771.000,231,-180108,115.50,65.25
6771.100,189,-179919,94.50,71.10
6771.200,117,-179802,58.50,68.58
6771.300,83,-179719,41.50,63.17
6771.400,130,-179589,65.00,63.53
6771.500,54,-179535,27.00,56.23
6771.600,26,-179509,13.00,47.58
6771.700,86,-179423,43.00,46.66
6771.800,152,-179271,76.00,52.53
6771.900,127,-179144,63.50,54.73
6772.000,0,-179144,0.00,43.78
6772.100,21,-179123,10.50,37.12
6772.200,7,-179116,3.50,30.40
6772.300,66,-179050,33.00,30.92
6772.400,22,-179028,11.00,26.94
6772.500,88,-178940,44.00,30.35
6772.600,91,-178849,45.50,33.38
6772.700,86,-178763,43.00,35.30
6772.800,56,-178707,28.00,33.84
6772.900,45,-178662,22.50,31.57
6773.000,103,-178559,51.50,35.56
6773.100,97,-178462,48.50,38.15
6773.200,89,-178373,44.50,39.42
6773.300,122,-178251,61.00,43.73
6773.400,49,-178202,24.50,39.89
6773.500,60,-178142,30.00,37.91
6773.600,82,-178060,41.00,38.53
6773.700,136,-177924,68.00,44.42
6773.800,9,-177915,4.50,36.44
6773.900,-1,-177916,-0.50,29.05
6774.000,2,-177914,1.00,23.44
6774.100,-13,-177927,-6.50,17.45
6774.200,-19,-177946,-9.50,12.06
6774.300,-63,-178009,-31.50,3.35
6774.400,15,-177994,7.50,4.18
6774.500,113,-177881,56.50,14.64
6774.600,73,-177808,36.50,19.01
6774.700,45,-177763,22.50,19.71
6774.800,23,-177740,11.50,18.07
6774.900,149,-177591,74.50,29.36
6775.000,36,-177555,18.00,27.08
6775.100,-2,-177557,-1.00,21.47
6775.200,-12,-177569,-6.00,15.97
6775.300,43,-177526,21.50,17.08
6775.400,156,-177370,78.00,29.26
6775.500,80,-177290,40.00,31.41
6775.600,24,-177266,12.00,27.53
6775.700,34,-177232,17.00,25.42
6775.800,5,-177227,2.50,20.84
6775.900,7,-177220,3.50,17.37
6776.000,20,-177200,10.00,15.90
6776.100,39,-177161,19.50,16.62
6776.200,161,-177000,80.50,29.39
6776.300,78,-176922,39.00,31.32
6776.400,-1,-176923,-0.50,24.95
6776.500,-1,-176924,-0.50,19.86
6776.600,1,-176923,0.50,15.99
6776.700,0,-176923,0.00,12.79
6776.800,19,-176904,9.50,12.13
6776.900,97,-176807,48.50,19.41
6777.000,143,-176664,71.50,29.83
6777.100,85,-176579,42.50,32.36
6777.200,82,-176497,41.00,34.09
6777.300,63,-176434,31.50,33.57
6777.400,0,-176434,0.00,26.86
6777.500,88,-176346,44.00,30.29
6777.600,27,-176319,13.50,26.93
6777.700,-1,-176320,-0.50,21.44
6777.800,12,-176308,6.00,18.35
6777.900,61,-176247,30.50,20.78
6778.000,5,-176242,2.50,17.13
6778.100,58,-176184,29.00,19.50
6778.200,85,-176099,42.50,24.10
6778.300,149,-175950,74.50,34.18
6778.400,25,-175925,12.50,29.84
6778.500,2,-175923,1.00,24.08
6778.600,18,-175905,9.00,21.06
6778.700,99,-175806,49.50,26.75
6778.800,184,-175622,92.00,39.80
6778.900,108,-175514,54.00,42.64
6779.000,3,-175511,1.50,34.41
6779.100,1,-175510,0.50,27.63
6779.200,-42,-175552,-21.00,17.90
6779.300,48,-175504,24.00,19.12
6779.400,141,-175363,70.50,29.40
6779.500,131,-175232,65.50,36.62
6779.600,17,-175215,8.50,30.99
6779.700,4,-175211,2.00,25.20
6779.800,57,-175154,28.50,25.86
6779.900,100,-175054,50.00,30.69
6780.000,2,-175052,1.00,24.75
6780.100,30,-175022,15.00,22.80
6780.200,4,-175018,2.00,18.64
6780.300,20,-174998,10.00,16.91
6780.400,71,-174927,35.50,20.63
6780.500,191,-174736,95.50,35.60
6780.600,113,-174623,56.50,39.78
6780.700,2,-174621,1.00,32.03
6780.800,1,-174620,0.50,25.72
6780.900,86,-174534,43.00,29.18
6781.000,21,-174513,10.50,25.44
6781.100,-1,-174514,-0.50,20.25
6781.200,0,-174514,0.00,16.20
6781.300,0,-174514,0.00,12.96
6781.400,82,-174432,41.00,18.57
6781.500,212,-174220,106.00,36.06
6781.600,159,-174061,79.50,44.74
6781.700,21,-174040,10.50,37.90
6781.800,11,-174029,5.50,31.42
6781.900,49,-173980,24.50,30.03
6782.000,57,-173923,28.50,29.73
6782.100,100,-173823,50.00,33.78
6782.200,15,-173808,7.50,28.52
6782.300,0,-173808,0.00,22.82
6782.400,6,-173802,3.00,18.86
6782.500,176,-173626,88.00,32.68
6782.600,195,-173431,97.50,45.65
6782.700,79,-173352,39.50,44.42
6782.800,0,-173352,0.00,35.53
6782.900,-4,-173356,-2.00,28.03
6783.000,-20,-173376,-10.00,20.42
6783.100,84,-173292,42.00,24.74
6783.200,59,-173233,29.50,25.69
6783.300,0,-173233,0.00,20.55
6783.400,1,-173232,0.50,16.54
6783.500,87,-173145,43.50,21.93
6783.600,173,-172972,86.50,34.85
6783.700,137,-172835,68.50,41.58
6783.800,70,-172765,35.00,40.26
6783.900,-1,-172766,-0.50,32.11
6784.000,-34,-172800,-17.00,22.29
6784.100,49,-172751,24.50,22.73
6784.200,105,-172646,52.50,28.68
6784.300,79,-172567,39.50,30.85
6784.400,139,-172428,69.50,38.58
6784.500,54,-172374,27.00,36.26
6784.600,34,-172340,17.00,32.41
6784.700,2,-172338,1.00,26.13
6784.800,2,-172336,1.00,21.10
6784.900,179,-172157,89.50,34.78
6785.000,283,-171874,141.50,56.13
6785.100,102,-171772,51.00,55.10
6785.200,-3,-171775,-1.50,43.78
6785.300,-21,-171796,-10.50,32.92
6785.400,2,-171794,1.00,26.54
6785.500,98,-171696,49.00,31.03
6785.600,222,-171474,111.00,47.03
6785.700,65,-171409,32.50,44.12
6785.800,16,-171393,8.00,36.90
6785.900,19,-171374,9.50,31.42
6786.000,-1,-171375,-0.50,25.03
6786.100,90,-171285,45.00,29.03
6786.200,266,-171019,133.00,49.82
6786.300,141,-170878,70.50,53.96
6786.400,63,-170815,31.50,49.47
6786.500,12,-170803,6.00,40.77
6786.600,40,-170763,20.00,36.62
6786.700,221,-170542,110.50,51.39
6786.800,61,-170481,30.50,47.22
6786.900,-3,-170484,-1.50,37.47
6787.000,1,-170483,0.50,30.08
6787.100,3,-170480,1.50,24.36
6787.200,107,-170373,53.50,30.19
6787.300,223,-170150,111.50,46.45
6787.400,136,-170014,68.00,50.76
6787.500,64,-169950,32.00,47.01
6787.600,-3,-169953,-1.50,37.31
6787.700,27,-169926,13.50,32.55
6787.800,7,-169919,3.50,26.74
6787.900,48,-169871,24.00,26.19
6788.000,177,-169694,88.50,38.65
6788.100,-7,-169701,-3.50,30.22
6788.200,1,-169700,0.50,24.28
6788.300,-11,-169711,-5.50,18.32
6788.400,231,-169480,115.50,37.76
6788.500,122,-169358,61.00,42.41
6788.600,15,-169343,7.50,35.42
6788.700,-50,-169393,-25.00,23.34
6788.800,-26,-169419,-13.00,16.07
6788.900,20,-169399,10.00,14.86
6789.000,45,-169354,22.50,16.39
6789.100,50,-169304,25.00,18.11
6789.200,101,-169203,50.50,24.59
6789.300,37,-169166,18.50,23.37
6789.400,0,-169166,0.00,18.70
6789.500,-14,-169180,-7.00,13.56
6789.600,134,-169046,67.00,24.25
6789.700,197,-168849,98.50,39.10
6789.800,164,-168685,82.00,47.68
6789.900,86,-168599,43.00,46.74
6790.000,-24,-168623,-12.00,34.99
6790.100,1,-168622,0.50,28.09
6790.200,2,-168620,1.00,22.68
6790.300,190,-168430,95.00,37.14
6790.400,62,-168368,31.00,35.91
6790.500,-2,-168370,-1.00,28.53
6790.600,-3,-168373,-1.50,22.52
6790.700,122,-168251,61.00,30.22
6790.800,222,-168029,111.00,46.38
6790.900,209,-167820,104.50,58.00
6791.000,101,-167719,50.50,56.50
6791.100,25,-167694,12.50,47.70
6791.200,24,-167670,12.00,40.56
6791.300,32,-167638,16.00,35.65
6791.400,-7,-167645,-3.50,27.82
6791.500,-8,-167653,-4.00,21.45
6791.600,61,-167592,30.50,23.26
6791.700,193,-167399,96.50,37.91
6791.800,96,-167303,48.00,39.93
6791.900,-1,-167304,-0.50,31.84
6792.000,26,-167278,13.00,28.07
6792.100,70,-167208,35.00,29.46
6792.200,64,-167144,32.00,29.97
6792.300,271,-166873,135.50,51.07
6792.400,0,-166873,0.00,40.86
6792.500,2,-166871,1.00,32.89
6792.600,-15,-166886,-7.50,24.81
6792.700,142,-166744,71.00,34.05
6792.800,272,-166472,136.00,54.44
6792.900,134,-166338,67.00,56.95
6793.000,0,-166338,0.00,45.56
6793.100,0,-166338,0.00,36.45
6793.200,2,-166336,1.00,29.36
6793.300,191,-166145,95.50,42.59
6793.400,195,-165950,97.50,53.57
6793.500,141,-165809,70.50,56.96
6793.600,160,-165649,80.00,61.56
6793.700,142,-165507,71.00,63.45
6793.800,128,-165379,64.00,63.56
6793.900,-2,-165381,-1.00,50.65
6794.000,0,-165381,0.00,40.52
6794.100,0,-165381,0.00,32.42
6794.200,0,-165381,0.00,25.93
6794.300,0,-165381,0.00,20.75
6794.400,19,-165362,9.50,18.50
6794.500,190,-165172,95.00,33.80
6794.600,195,-164977,97.50,46.54
6794.700,225,-164752,112.50,59.73
6794.800,87,-164665,43.50,56.48
6794.900,27,-164638,13.50,47.89
6795.000,85,-164553,42.50,46.81
6795.100,119,-164434,59.50,49.35
6795.200,222,-164212,111.00,61.68
6795.300,92,-164120,46.00,58.54
6795.400,40,-164080,20.00,50.83
6795.500,-1,-164081,-0.50,40.57
6795.600,0,-164081,0.00,32.45
6795.700,87,-163994,43.50,34.66
6795.800,185,-163809,92.50,46.23
6795.900,141,-163668,70.50,51.08
6796.000,104,-163564,52.00,51.27
6796.100,114,-163450,57.00,52.41
6796.200,165,-163285,82.50,58.43
6796.300,109,-163176,54.50,57.64
6796.400,50,-163126,25.00,51.12
6796.500,142,-162984,71.00,55.09
6796.600,87,-162897,43.50,52.77
6796.700,116,-162781,58.00,53.82
6796.800,-1,-162782,-0.50,42.96
6796.900,0,-162782,0.00,34.36
6797.000,1,-162781,0.50,27.59
6797.100,132,-162649,66.00,35.27
6797.200,193,-162456,96.50,47.52
6797.300,183,-162273,91.50,56.31
6797.400,178,-162095,89.00,62.85
6797.500,178,-161917,89.00,68.08
6797.600,182,-161735,91.00,72.67
6797.700,105,-161630,52.50,68.63
6797.800,32,-161598,16.00,58.11
6797.900,0,-161598,0.00,46.48
6798.000,0,-161598,0.00,37.19
6798.100,1,-161597,0.50,29.85
6798.200,250,-161347,125.00,48.88
6798.300,236,-161111,118.00,62.70
6798.400,149,-160962,74.50,65.06
6798.500,175,-160787,87.50,69.55
6798.600,159,-160628,79.50,71.54
6798.700,196,-160432,98.00,76.83
