t_s,delta,counts,rpm_raw,rpm_filt
6798.800,60,-160372,30.00,67.47
6798.900,-1,-160373,-0.50,53.87
6799.000,0,-160373,0.00,43.10
6799.100,0,-160373,0.00,34.48
6799.200,14,-160359,7.00,28.98
6799.300,168,-160191,84.00,39.99
6799.400,249,-159942,124.50,56.89
6799.500,127,-159815,63.50,58.21
6799.600,329,-159486,164.50,79.47
6799.700,185,-159301,92.50,82.08
6799.800,118,-159183,59.00,77.46
6799.900,86,-159097,43.00,70.57
6800.000,1,-159096,0.50,56.55
6800.100,-1,-159097,-0.50,45.14
6800.200,0,-159097,0.00,36.11
6800.300,20,-159077,10.00,30.89
6800.400,256,-158821,128.00,50.31
6800.500,163,-158658,81.50,56.55
6800.600,200,-158458,100.00,65.24
6800.700,155,-158303,77.50,67.69
6800.800,180,-158123,90.00,72.15
6800.900,138,-157985,69.00,71.52
6801.000,54,-157931,27.00,62.62
6801.100,-4,-157935,-2.00,49.69
6801.200,0,-157935,0.00,39.76
6801.300,3,-157932,1.50,32.10
6801.400,61,-157871,30.50,31.78
6801.500,139,-157732,69.50,39.33
6801.600,174,-157558,87.00,48.86
6801.700,121,-157437,60.50,51.19
6801.800,139,-157298,69.50,54.85
6801.900,147,-157151,73.50,58.58
6802.000,156,-156995,78.00,62.46
6802.100,150,-156845,75.00,64.97
6802.200,25,-156820,12.50,54.48
6802.300,0,-156820,0.00,43.58
6802.400,0,-156820,0.00,34.87
6802.500,3,-156817,1.50,28.19
6802.600,79,-156738,39.50,30.45
6802.700,169,-156569,84.50,41.26
6802.800,207,-156362,103.50,53.71
6802.900,138,-156224,69.00,56.77
6803.000,181,-156043,90.50,63.51
6803.100,168,-155875,84.00,67.61
6803.200,176,-155699,88.00,71.69
6803.300,58,-155641,29.00,63.15
6803.400,0,-155641,0.00,50.52
6803.500,0,-155641,0.00,40.42
6803.600,0,-155641,0.00,32.33
6803.700,0,-155641,0.00,25.87
6803.800,82,-155559,41.00,28.89
6803.900,115,-155444,57.50,34.61
6804.000,223,-155221,111.50,49.99
6804.100,99,-155122,49.50,49.89
6804.200,57,-155065,28.50,45.61
6804.300,3,-155062,1.50,36.79
6804.400,-13,-155075,-6.50,28.13
6804.500,-64,-155139,-32.00,16.11
6804.600,-48,-155187,-24.00,8.09
6804.700,100,-155087,50.00,16.47
6804.800,72,-155015,36.00,20.37
6804.900,110,-154905,55.00,27.30
6805.000,97,-154808,48.50,31.54
6805.100,117,-154691,58.50,36.93
6805.200,162,-154529,81.00,45.75
6805.300,86,-154443,43.00,45.20
6805.400,0,-154443,0.00,36.16
6805.500,0,-154443,0.00,28.93
6805.600,0,-154443,0.00,23.14
6805.700,0,-154443,0.00,18.51
6805.800,44,-154399,22.00,19.21
6805.900,105,-154294,52.50,25.87
6806.000,71,-154223,35.50,27.79
6806.100,80,-154143,40.00,30.24
6806.200,161,-153982,80.50,40.29
6806.300,120,-153862,60.00,44.23
6806.400,54,-153808,27.00,40.78
6806.500,58,-153750,29.00,38.43
6806.600,139,-153611,69.50,44.64
6806.700,141,-153470,70.50,49.81
6806.800,104,-153366,52.00,50.25
6806.900,1,-153365,0.50,40.30
6807.000,0,-153365,0.00,32.24
6807.100,0,-153365,0.00,25.79
6807.200,2,-153363,1.00,20.83
6807.300,215,-153148,107.50,38.17
6807.400,210,-152938,105.00,51.53
6807.500,131,-152807,65.50,54.33
6807.600,165,-152642,82.50,59.96
6807.700,92,-152550,46.00,57.17
6807.800,10,-152540,5.00,46.74
6807.900,-3,-152543,-1.50,37.09
6808.000,0,-152543,0.00,29.67
6808.100,23,-152520,11.50,26.04
6808.200,137,-152383,68.50,34.53
6808.300,170,-152213,85.00,44.62
6808.400,136,-152077,68.00,49.30
6808.500,126,-151951,63.00,52.04
6808.600,168,-151783,84.00,58.43
6808.700,178,-151605,89.00,64.54
6808.800,95,-151510,47.50,61.14
6808.900,11,-151499,5.50,50.01
6809.000,-1,-151500,-0.50,39.91
6809.100,0,-151500,0.00,31.93
6809.200,1,-151499,0.50,25.64
6809.300,126,-151373,63.00,33.11
6809.400,176,-151197,88.00,44.09
6809.500,198,-150999,99.00,55.07
6809.600,151,-150848,75.50,59.16
6809.700,163,-150685,81.50,63.63
6809.800,65,-150620,32.50,57.40
6809.900,0,-150620,0.00,45.92
6810.000,0,-150620,0.00,36.74
6810.100,0,-150620,0.00,29.39
6810.200,1,-150619,0.50,23.61
6810.300,0,-150619,0.00,18.89
6810.400,0,-150619,0.00,15.11
6810.500,0,-150619,0.00,12.09
6810.600,0,-150619,0.00,9.67
6810.700,0,-150619,0.00,7.74
6810.800,0,-150619,0.00,6.19
6810.900,0,-150619,0.00,4.95
6811.000,0,-150619,0.00,3.96
6811.100,0,-150619,0.00,3.17
6811.200,0,-150619,0.00,2.54
6811.300,0,-150619,0.00,2.03
6811.400,0,-150619,0.00,1.62
6811.500,0,-150619,0.00,1.30
6811.600,0,-150619,0.00,1.04
6811.700,0,-150619,0.00,0.83
6811.800,0,-150619,0.00,0.66
6811.900,0,-150619,0.00,0.53
6812.000,-10,-150629,-5.00,-0.57
6812.100,5,-150624,2.50,0.04
6812.200,0,-150624,0.00,0.03
6812.300,0,-150624,0.00,0.03
6812.400,0,-150624,0.00,0.02
6812.500,0,-150624,0.00,0.02
6812.600,0,-150624,0.00,0.01
6812.700,0,-150624,0.00,0.01
6812.800,0,-150624,0.00,0.01
6812.900,0,-150624,0.00,0.01
6813.000,0,-150624,0.00,0.01
6813.100,-3,-150627,-1.50,-0.30
6813.200,-3,-150630,-1.50,-0.54
6813.300,0,-150630,0.00,-0.43
6813.400,0,-150630,0.00,-0.34
6813.500,3,-150627,1.50,0.03
6813.600,0,-150627,0.00,0.02
6813.700,0,-150627,0.00,0.02
6813.800,0,-150627,0.00,0.01
6813.900,0,-150627,0.00,0.01
6814.000,0,-150627,0.00,0.01
6814.100,0,-150627,0.00,0.01
6814.200,0,-150627,0.00,0.01
6814.300,0,-150627,0.00,0.00
6814.400,0,-150627,0.00,0.00
6814.500,0,-150627,0.00,0.00
6814.600,0,-150627,0.00,0.00
6814.700,0,-150627,0.00,0.00
6814.800,0,-150627,0.00,0.00
6814.900,0,-150627,0.00,0.00
6815.000,0,-150627,0.00,0.00
6815.100,0,-150627,0.00,0.00
6815.200,0,-150627,0.00,0.00
6815.300,0,-150627,0.00,0.00
6815.400,0,-150627,0.00,0.00
6815.500,0,-150627,0.00,0.00
6815.600,0,-150627,0.00,0.00
6815.700,0,-150627,0.00,0.00
6815.800,0,-150627,0.00,0.00
6815.900,0,-150627,0.00,0.00
6816.000,0,-150627,0.00,0.00
6816.100,0,-150627,0.00,0.00
6816.200,0,-150627,0.00,0.00
6816.300,0,-150627,0.00,0.00
6816.400,0,-150627,0.00,0.00
6816.500,0,-150627,0.00,0.00
6816.600,0,-150627,0.00,0.00
6816.700,0,-150627,0.00,0.00
6816.800,0,-150627,0.00,0.00
6816.900,0,-150627,0.00,0.00
6817.000,0,-150627,0.00,0.00
6817.100,0,-150627,0.00,0.00
6817.200,0,-150627,0.00,0.00
6817.300,0,-150627,0.00,0.00
6817.400,0,-150627,0.00,0.00
6817.500,0,-150627,0.00,0.00
6817.600,0,-150627,0.00,0.00
6817.700,0,-150627,0.00,0.00
6817.800,0,-150627,0.00,0.00
6817.900,0,-150627,0.00,0.00
6818.000,0,-150627,0.00,0.00
6818.100,0,-150627,0.00,0.00
6818.200,0,-150627,0.00,0.00
6818.300,0,-150627,0.00,0.00
6818.400,0,-150627,0.00,0.00
6818.500,0,-150627,0.00,0.00
6818.600,0,-150627,0.00,0.00
6818.700,0,-150627,0.00,0.00
6818.800,0,-150627,0.00,0.00
6818.900,0,-150627,0.00,0.00
6819.000,0,-150627,0.00,0.00
6819.100,0,-150627,0.00,0.00
6819.200,0,-150627,0.00,0.00
6819.300,0,-150627,0.00,0.00
6819.400,0,-150627,0.00,0.00
6819.500,0,-150627,0.00,0.00
6819.600,0,-150627,0.00,0.00
6819.700,0,-150627,0.00,0.00
6819.800,0,-150627,0.00,0.00
6819.900,0,-150627,0.00,0.00
6820.000,0,-150627,0.00,0.00
6820.100,0,-150627,0.00,0.00
6820.200,0,-150627,0.00,0.00
6820.300,0,-150627,0.00,0.00
6820.400,0,-150627,0.00,0.00
6820.500,0,-150627,0.00,0.00
6820.600,0,-150627,0.00,0.00

